0cm:
801,752,775,794,844,
801,751,775,794,844,
801,751,775,793,844,
800,751,774,793,844,
801,751,775,793,844,
801,752,775,794,844,
801,752,776,794,844,
801,752,776,794,844,
802,753,776,795,845,
802,752,776,795,845,
802,752,776,794,844,
802,752,776,794,844,
802,752,776,794,845,
802,752,775,794,844,
801,752,775,794,844,
802,752,775,794,844,
802,751,775,793,844,
802,751,775,794,844,
802,751,775,793,844,
803,751,774,793,844,
803,751,775,794,844,
802,751,775,793,844,
802,751,775,793,844,
801,751,775,793,844,
801,751,774,793,844,
800,751,775,793,844,
800,750,774,793,844,
799,750,774,793,844,
799,751,774,793,843,
799,750,774,793,844,
799,749,774,793,844,
799,750,774,793,844,
799,750,774,793,844,
799,750,774,793,844,
798,749,774,793,843,
798,749,774,793,844,
798,749,774,793,843,
798,749,773,792,843,
797,748,773,792,843,
797,749,773,793,844,
797,748,773,793,844,
797,748,773,792,844,
798,749,774,793,844,
798,749,773,793,844,
798,749,773,792,843,
798,748,773,792,844,
798,749,773,792,843,

4cm:
789,676,673,685,826,
789,676,673,685,825,
789,676,673,685,825,
789,676,673,686,825,
789,676,673,685,825,
789,676,672,685,826,
789,676,673,686,826,
789,676,673,686,826,
790,677,674,686,826,
790,677,673,686,825,
790,677,674,686,825,
790,677,674,686,826,
790,677,673,686,826,
790,677,674,686,825,
791,677,673,686,825,
790,677,673,686,826,
790,676,673,686,826,
790,676,673,686,825,
790,676,673,686,825,
791,676,673,685,825,
791,676,673,685,825,
791,676,673,685,825,
791,676,673,685,825,
791,676,673,685,825,
791,676,673,686,825,
791,677,673,686,825,
792,676,673,686,825,
791,676,673,685,825,
791,676,672,685,825,
791,675,672,684,825,
790,675,672,685,825,
789,674,671,684,825,
789,673,671,684,825,
789,673,670,683,825,
789,672,670,683,825,
790,672,669,682,825,
790,671,669,682,824,
790,671,669,682,824,
790,671,669,681,825,
790,671,669,682,824,
790,671,668,681,824,
790,670,668,681,825,
791,670,667,680,825,
791,670,667,680,825,
791,669,667,680,825,
8cm:
793,706,733,754,836,
793,706,732,754,836,
793,706,732,754,836,
793,706,732,754,836,
793,706,732,753,836,
792,705,732,753,836,
792,705,732,753,836,
792,705,732,753,836,
792,705,732,753,836,
793,705,732,753,836,
792,705,732,753,836,
792,705,732,753,836,
792,705,732,753,836,
792,705,732,753,835,
792,705,732,753,836,
792,705,731,753,835,
792,705,732,753,836,
792,705,732,753,835,
793,705,732,753,836,
792,705,732,754,836,
792,705,732,753,836,
793,705,732,753,836,
792,705,732,753,836,
792,705,732,753,835,
792,705,732,753,835,
792,705,732,753,836,
792,705,732,753,836,
792,705,732,753,835,
793,705,732,753,836,
792,705,731,753,836,
792,705,731,753,835,
792,705,731,752,835,
792,704,730,752,835,
792,703,730,751,835,
792,703,730,752,835,
792,704,730,752,834,
792,704,731,752,835,
793,704,730,752,835,
792,704,730,752,835,
793,704,731,752,835,
793,704,731,752,835,
794,704,731,752,835,
793,704,730,752,835,
794,704,730,752,835,

12cm:
798,738,760,773,838,
798,738,760,773,838,
797,738,759,772,838,
798,738,760,773,838,
797,738,759,772,838,
797,738,759,772,838,
797,738,759,772,838,
797,738,759,773,838,
797,737,759,772,838,
797,737,759,772,838,
798,738,760,773,838,
798,738,759,773,838,
797,738,759,772,838,
797,738,759,772,838,
797,738,759,772,838,
798,738,760,773,838,
798,738,759,773,838,
798,738,759,772,838,
798,738,759,773,838,
798,738,759,773,838,
798,738,759,772,838,
798,738,759,773,838,
798,738,759,773,838,
798,738,759,772,838,
798,738,760,772,838,
798,738,759,773,838,
798,738,759,773,838,
798,738,760,773,838,
797,737,758,771,837,
797,736,757,771,837,
797,735,756,770,836,
798,736,757,771,836,
798,736,757,771,837,
798,736,758,771,837,
798,736,758,771,837,

16cm:
793,737,762,781,836,
793,737,762,781,836,
794,738,763,781,836,
794,738,762,781,836,
793,738,762,781,836,
793,738,762,781,836,
794,738,762,781,836,
793,737,762,781,836,
793,737,762,781,836,
794,737,762,781,836,
793,737,761,780,836,
793,736,761,780,836,
793,736,761,780,835,
793,736,761,780,835,
793,736,760,780,835,
793,736,761,780,835,
793,736,761,780,835,
793,736,760,780,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,778,834,
793,735,759,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,736,760,779,835,
793,735,759,779,835,
793,735,760,779,835,
793,735,759,779,835,
792,735,760,779,834,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,735,760,779,835,
793,736,760,779,835,
793,736,760,779,835,
793,735,760,780,835,
793,736,760,779,835,
793,736,760,779,835,
793,736,760,780,835,
793,736,760,779,835,
19.5cm(Midway):
802,760,784,797,847,
802,760,785,798,847,
802,761,784,797,847,
802,760,784,797,848,
802,760,784,798,847,
802,760,784,797,847,
801,760,784,797,847,
802,760,784,797,848,
802,760,784,798,847,
802,760,784,798,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,798,848,
802,761,784,797,848,
802,760,784,798,847,
802,760,784,797,847,
801,760,784,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,798,847,
802,761,785,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,798,847,
802,760,784,797,847,
802,760,784,798,847,
802,761,785,798,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,760,784,797,847,
802,761,784,797,848,
802,760,784,797,847,
802,760,784,797,847,
801,760,784,797,847,
802,760,784,797,847,
801,760,784,796,847,
801,759,783,796,847,
802,760,784,797,847,
802,760,784,797,847,
801,760,784,796,847,
801,759,783,796,846,
801,759,783,796,846,
20cm:
803,762,787,799,844,
803,762,787,798,844,
803,762,787,798,844,
803,762,787,799,843,
803,761,787,798,843,
803,761,787,798,843,
803,761,787,798,843,
803,761,787,798,843,
803,761,786,798,843,
803,761,787,798,843,
803,762,787,798,843,
803,762,787,798,843,
803,762,787,798,843,
804,762,787,799,844,
803,761,787,798,843,
803,761,786,798,843,
803,761,786,797,843,
803,761,786,797,843,
803,761,786,797,842,
802,760,786,797,842,
803,761,787,798,843,
803,762,787,798,843,
803,762,787,799,843,
805,763,788,799,844,
804,763,788,799,844,
805,763,788,800,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,787,799,844,
805,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
804,763,788,799,844,
805,763,788,800,844,
804,763,788,799,844,
804,763,788,800,844,
804,763,788,799,844,
804,763,788,800,844,
804,763,788,800,844,
804,763,788,799,844,
804,763,788,799,844,
24cm:
792,749,774,803,835,
792,748,774,803,834,
792,748,774,803,834,
792,749,774,803,834,
792,749,774,803,835,
792,749,774,803,835,
792,748,774,803,834,
792,748,774,803,835,
792,749,774,803,834,
792,748,774,803,835,
792,748,774,803,834,
792,748,774,803,834,
792,748,774,803,834,
792,748,774,803,834,
791,748,774,803,835,
792,748,774,803,835,
791,748,773,803,834,
792,748,773,802,834,
791,748,773,802,834,
791,747,773,802,834,
791,747,772,802,834,
791,747,773,802,833,
791,747,772,802,833,
791,747,772,802,833,
791,747,773,802,834,
791,747,772,802,834,
791,747,772,802,833,
791,747,772,802,833,
791,747,772,802,834,
791,747,772,802,833,
792,747,772,802,833,
792,747,772,802,834,
792,747,773,802,833,
793,748,773,802,833,
793,748,773,803,834,
794,748,773,803,834,
794,749,774,803,834,
794,749,773,803,834,
795,749,774,803,834,
795,750,774,803,834,
795,749,774,803,834,
795,749,774,804,834,
795,750,774,804,834,
796,750,774,804,834,

28cm:
788,757,780,792,835,
788,757,781,792,835,
788,757,781,792,835,
788,757,781,792,835,
788,757,781,792,835,
788,757,781,792,835,
788,757,780,792,835,
788,757,780,792,834,
788,757,781,792,835,
788,757,781,792,835,
788,757,781,792,835,
789,757,780,792,835,
790,758,781,792,835,
790,758,781,793,835,
790,758,781,793,836,
790,758,781,793,835,
790,758,781,792,835,
790,758,781,793,835,
791,758,781,792,835,
790,758,781,792,835,
790,758,781,793,835,
790,758,782,793,835,
790,758,781,792,835,
791,758,781,793,835,
791,758,782,793,835,
791,758,781,793,836,
791,758,782,793,835,
791,758,782,792,835,
791,758,781,793,835,
791,758,782,793,835,
791,758,781,792,835,
791,758,781,793,835,
791,758,781,792,835,
791,758,781,792,835,
791,758,781,792,835,
791,757,781,792,835,
790,757,781,792,835,
790,757,781,792,835,
790,758,781,792,835,
790,757,781,792,835,
791,757,781,792,835,
790,757,781,792,835,
790,757,781,792,835,
790,757,781,792,835,
790,757,781,792,835,
790,757,781,792,835,
790,757,781,792,835,
32cm:
795,764,790,800,837,
795,763,790,800,837,
795,763,789,800,837,
795,763,790,800,837,
795,763,790,800,837,
795,763,790,800,837,
795,763,789,800,837,
795,763,789,800,837,
796,763,790,800,837,
796,763,790,800,837,
796,763,789,800,837,
796,763,789,800,837,
796,763,789,800,837,
796,763,789,800,837,
796,763,790,800,837,
796,764,790,800,837,
