0cm:
796,763,789,800,837,
796,764,790,800,837,
796,763,789,800,837,
796,763,790,800,837,
796,764,790,801,837,
796,764,790,801,837,
796,764,791,801,837,
797,765,791,802,838,
798,765,791,802,838,
798,766,792,802,838,
798,766,792,803,838,
799,766,792,803,838,
799,766,792,803,838,
799,766,792,803,838,
799,766,792,803,838,
799,766,792,803,838,
799,766,792,803,838,
799,766,792,803,838,
799,766,792,803,838,
798,766,792,803,838,
799,766,792,802,838,
798,766,792,802,838,
798,766,791,802,837,
797,764,791,801,837,
797,764,790,801,837,
797,764,790,801,836,
797,764,790,801,836,
798,764,790,801,836,

36cm:
783,742,766,779,825,
782,742,766,778,825,
782,742,766,779,825,
782,742,766,779,825,
782,742,766,779,825,
782,742,766,779,825,
782,742,765,778,825,
782,742,765,778,824,
782,741,765,779,825,
782,741,765,778,825,
782,741,765,779,825,
782,742,765,778,824,
782,742,765,778,825,
782,742,765,778,825,
782,742,766,779,825,
782,742,765,779,825,
783,742,766,779,825,
783,742,766,779,825,
783,742,766,779,825,
783,743,766,779,825,
783,743,766,779,825,
783,743,767,780,825,
784,743,767,780,825,
784,743,766,780,825,
784,743,767,780,825,
784,743,767,780,825,
784,743,767,780,825,
784,743,766,779,825,
783,741,765,778,824,
783,741,765,778,824,
782,740,764,777,823,
782,740,764,777,824,
782,740,764,777,823,
782,740,764,777,823,
782,740,764,777,823,
781,739,763,776,823,
781,739,763,777,823,
781,739,763,776,823,
781,739,763,776,823,
782,739,763,776,823,
782,739,763,776,823,
781,739,763,776,823,
782,739,763,776,823,
782,739,763,776,823,
782,739,763,776,823,
782,739,763,776,823,
781,738,762,776,823,
39cm:
798,767,783,797,840,
798,767,783,797,840,
798,767,783,797,840,
798,767,783,798,840,
798,767,783,798,840,
798,767,783,798,840,
798,768,783,798,840,
798,767,783,798,840,
798,767,783,798,840,
798,767,783,797,840,
798,767,782,797,840,
797,767,783,797,840,
797,767,782,797,840,
797,767,783,797,840,
797,767,783,797,839,
797,767,782,797,840,
797,767,783,797,840,
798,767,783,798,840,
798,767,783,798,840,
797,767,783,797,840,
797,766,782,796,840,
797,766,782,797,840,
797,766,782,796,839,
796,765,780,795,839,
796,764,780,795,838,
795,764,779,794,837,
794,762,777,792,836,
794,762,778,793,836,
795,762,778,792,837,
795,762,777,793,836,
795,762,778,792,836,
795,762,777,792,836,
796,762,777,792,836,
796,761,777,792,836,
796,761,777,792,836,
795,760,776,791,835,
795,761,776,791,835,
795,761,777,792,836,
795,761,777,792,835,
795,761,777,792,836,
795,761,777,792,836,
795,761,777,792,836,
795,761,777,792,836,
795,761,777,792,836,
796,761,777,792,836,
796,761,777,792,836,
796,761,777,792,836,
